"","place","africa_id","asia_id","europe_id","is_place"
"2661","Resurrection","","","",0
"2662","Sarapion","","","",0
"2663","Forty","","7902506; 8030447; 7978372; 8039351; 8039353; 8042218; 7948077; 8011879; 8030634; 8040606; 8040787; 8000755; 8019762; 8057453; 7949709; 8012069; 8033122; 8040522; 8057465; 8047604; 8028220; 8019049; 8038818; 8012159; 8001248; 7938112; 8005373; 7942228; 7997986; 8040619; 8028370; 7960015; 8011921; 8015659; 8030727; 8033529; 8036380; 8036386; 8042082; 8042083; 8057462; 8036779; 8028217; 8019755; 8039188; 8012120; 8012121; 8001244; 8048476; 8010215; 7997995; 8032294; 8020018; 7918746; 7953201; 8011920; 8015655; 8015657; 8033526; 8036376; 8040519; 8040521; 7988875; 8057449; 8036778; 8028216; 8019756; 8039186; 8012124; 8012125; 8001250; 8048475; 7935111; 8010220; 7997996; 8012736; 8034997; 8040604; 8020019; 8012234; 8001253; 8036614; 8018194; 7917510; 8011461; 8033125; 8041813; 8041814; 8058030; 8028246; 8028247; 8057334; 8018188; 7953193; 8040878; 8019150; 8001247; 8005372; 7942295; 7998009; 8040618; 8028248; 7947630; 7979533; 8011883; 8015652; 8040664; 8000753; 8012737; 8057451; 8036568; 8057448; 7953203; 7949523; 8019761; 8012735; 8012126; 8012127; 8001254; 8048587; 8010214; 7997998; 8011548; 8041802; 8040603; 8020027; 8010400; 7916734; 8012072; 8033121; 8033551; 8058029; 8057466; 8047599; 7953401; 7953400; 8028219; 8039894; 8040879; 8040794; 8039070; 7953597; 8001249; 7942126; 7997991; 8032295; 8040628; 8028369; 7905460; 7945044; 7978383; 7988417; 8015663; 8030627; 8033550; 8047600; 8057455; 8057456; 8028218; 8039257; 8012078; 8012138; 8012140; 8001245; 8010219; 7997992; 8041750; 8028249; 8033351; 8011547; 7918769; 8011919; 8015654; 8036379; 8008088; 8036777; 8028215; 8019760; 8051091; 8012137; 8012139; 8012141; 8001431; 8048473; 8010213; 7998004; 8041591; 7914894; 8015653; 8041173; 8011554; 8008089; 8036567; 8028224; 8012534; 8049643; 8039184; 8020028; 8012130; 8012136; 8001255; 8047349; 8010212; 7998003; 8040605; 8020025; 8033359; 7920831; 7954088; 7953375; 7953818; 7953848; 7954089; 7953475; 7953820; 7953817; 7953476; 8039090; 8043639; 7953674; 8039869; 7979535; 7979536; 7978365; 7978377; 7979537; 7979538; 7996752; 7919776; 7945236; 7959744; 8031962; 7954130; 8008834; 8042047; 7905377; 7922132; 8010691; 7953394; 7986160; 8044069; 7918084; 8032512; 8041899; 7953396; 7986188; 8044176; 7944878; 7945234; 8010694; 8041898; 7953395; 7975348; 8043874; 8044054; 7943946; 7943284; 7975063; 7916513; 8013257; 8041500; 7976575; 7986166; 8044056; 7910436; 8031960; 8009295; 8005337; 8005341; 8005342; 7920576; 8013260; 7953398; 7976574; 8044053; 8044061; 7944270; 7953399; 8041776; 7986167; 8043871; 8031957; 8044062; 7913416; 7945220; 8013261; 8009297; 8005340; 8044066; 7913224; 8032076; 8033234; 8060133; 8009296; 7975185; 8000077; 8043867; 7985322; 7976578; 8012718; 8012897; 8012720; 8040436; 8012713; 8039718; 8012719; 8012724; 8012722; 8039711; 7944903; 8011411; 7945069; 8058841; 7955182; 7955466; 8043828; 7955018; 7955183; 8044964; 8043827; 7954821; 8004002; 8004645; 8004649; 7927211; 8012255; 8012261; 7953371; 8011243; 7914263; 8004646; 8012263; 8011704; 8011710; 7923880; 8012265; 7953390; 7999202; 8011702; 8012259; 8040517; 8012254; 7953369; 8004650; 8012291; 8032045; 8040518; 8011528; 7905885; 8040507; 8012260; 7945237; 7945364; 7953373; 8011246; 7906937; 8011703; 7953374; 7938746; 7919788; 8040510; 7938748; 7999199; 8011524; 7917498; 8012290; 7938747; 7954110; 7914795; 7920173; 8004015; 7902716; 7915464; 7918137; 7939003; 7939011; 7911168; 7946710; 8040963; 7904527; 7907047; 7913615; 7920451; 7902406; 7944422; 1083445; 8059523; 7916371; 8040970; 7996064; 7944525; 7944526; 7944528; 7906932; 7914159; 8040962; 7941726; 7903054; 7910991; 8041597; 7998335; 7903525; 8004008; 8040967; 7939002; 7939219; 8004009; 8004012; 7996068; 7996067; 7903782; 7996065; 7903508; 7948108; 7948102; 7948110; 7948106; 7948105; 7948103; 7948104; 7989548; 7989638; 7948396; 7948229; 7948496; 7948230; 7948186; 7948217; 7948218; 7948188; 7948187; 7948499; 7989823; 8012941; 8012943; 7999370; 7910425; 7911880; 7915137; 7998517; 7998520; 7998516; 7998519; 7998518; 7917864; 8005527; 7923097; 7923217; 7923425","1136166; 1136201",1
"2664","Devil","","7548899","7901592; 7453831; 1064639; 7453828; 1123393; 7293913; 7293912",1
"2665","Church","7531950","7872311; 7872310; 7934467; 7879124; 7933629; 7872292; 7873316; 7933802; 7933618; 7932956; 7931005; 7932284; 7940548; 7872308; 7580972","7033012; 7465031; 7027419; 7466581; 7893304; 7890309; 1028855; 7453493; 7453494; 7030781; 7025165; 7453490; 7894463; 4002654; 7453487; 4002655; 7453485; 7453484; 7888140; 7900661; 7896604; 7890098; 7453482; 7453483; 7877845; 7890247; 7025869; 7031091; 4002656; 7453476; 7453299; 7453298; 7875796; 8712047; 7453296; 7453295; 4002657; 7030941; 7894567; 1028856; 1028857; 7900652; 7900651; 1028893; 7893330; 7893278; 7453481; 7026594; 7009083; 7902193; 7032704; 7460520; 7459074; 7009981; 8712049; 5004139; 5004135; 7444952; 7448232; 7032829; 7012776; 1100110",1
"2666","Great","7001337; 7536587; 7524532; 1003711; 7018892; 1008355; 1089618; 1011941; 1124386; 8711683; 1110295; 1124384; 1100191; 1003751; 7536588; 1124349; 7000391; 6002348; 1101556; 1109080; 7059188; 6002714; 7533516; 1000172; 1118981; 7001327; 7000891","7548097; 1006562; 8198414; 1108948; 6001658; 8198347; 8207084; 8205292; 1103377; 7572776; 1114140; 7572775; 1007264; 7958564; 7991143; 1007275; 7572771; 1007278; 1124352; 1100544; 1124355; 7016919; 8207528; 7001371; 7575136; 1000126; 8711788; 8622643; 7024419; 7002312; 7572265; 6004239; 1113613; 1103355; 8677369; 7001713; 7572773; 7011581; 7581661; 8680591; 8681614","4000397; 7027516; 7893700; 7893297; 7544617; 7467239; 4001541; 7893393; 7455801; 7900854; 1028822; 7027546; 7885807; 7893564; 1006845; 7893455; 7899429; 5000801; 7893543; 7881323; 7890354; 7893579; 7893471; 7893280; 7899071; 7647094; 7030841; 7010466; 7452102; 7452101; 1029363; 1029364; 7452098; 7452097; 1029365; 1029366; 5000803; 4004531; 7024941; 7025399; 7452091; 7026639; 1029368; 4001236; 4004532; 7452087; 7026196; 1007258; 7451911; 7028408; 7451909; 7451908; 1007259; 7451907; 7451906; 1029369; 7451904; 1029367; 1029370; 7451902; 7025046; 7451900; 7030785; 7008653; 7026197; 7010634; 7451895; 1029372; 7026115; 7451892; 7451891; 7451890; 7027359; 7451888; 4004536; 7026068; 7453996; 7451886; 7026120; 1029373; 7451884; 7451883; 7451882; 7029008; 7026431; 4003006; 7030808; 7451880; 7028409; 7027503; 7025174; 1007265; 7027576; 7451874; 7030842; 7451872; 7011965; 7451870; 7028361; 1029376; 7026178; 7027577; 1124344; 7027462; 7451863; 7028410; 7451858; 7451857; 7451856; 7899037; 7028392; 1104763; 1029377; 4004539; 7451676; 7451675; 7027578; 7027891; 7027297; 7451671; 7027903; 7026205; 1107995; 7025054; 7451664; 7451663; 7451662; 7030843; 1029378; 7031291; 7029009; 7451659; 1029379; 7451658; 7026212; 7028411; 7026214; 7451656; 7027220; 7451654; 7451653; 7030868; 7029995; 7025220; 1007271; 7029010; 7025048; 7011996; 7451649; 7451648; 7451647; 7026256; 7027892; 4004541; 7451643; 7594262; 7451642; 7025238; 7011095; 7026198; 1029381; 1029382; 7451637; 7451636; 7031292; 1029383; 1104764; 7029996; 7451631; 7028412; 7027221; 7451629; 7451628; 7899041; 7451627; 7030158; 7030907; 4004543; 1011451; 7451448; 7451447; 1124347; 7029997; 7451445; 1029384; 7451444; 7451443; 1029385; 4004544; 7451440; 7027457; 7028554; 7027893; 7030462; 7030923; 7026640; 7031293; 7451435; 7451434; 7028413; 7007658; 1101307; 7026200; 4004545; 7891646; 7026201; 7451430; 1029386; 4004547; 7889593; 7024780; 7010851; 7026929; 7451426; 7899034; 7059139; 7451424; 7451423; 7028414; 7451421; 7451420; 7896128; 7451419; 7026202; 7451418; 7027309; 7027894; 1124351; 7451415; 7451414; 7027312; 7027895; 7899033; 7451411; 1029388; 7451410; 4004549; 7026354; 1029389; 1029390; 7451405; 7451404; 7026203; 7451402; 4004550; 1029391; 1029392; 7451400; 7026641; 7018670; 7451398; 1104765; 7026374; 7451395; 7451394; 4004552; 4004553; 7451216; 7027222; 1029393; 7010782; 7026381; 7010376; 7176102; 8703629; 7451670; 7463117; 7893337; 7015525; 7461693; 7893440; 7878734; 1029984; 7460002; 8702671; 7457678; 1030241; 7027632; 7017005; 7015656; 7893450; 1030537; 7891448; 7754604; 7754603; 7027498; 7012093; 7876094; 7025991; 7890368; 7008591; 7007837; 1103137",1
"2667","Council","7533054","7928360; 7966246; 7964916; 7934506; 7932665; 7500979","",1
"2668","Milvian","","","",0
"2669","Cross","6001603; 1010860; 1123151; 1001856; 7031953","1006873; 7549882; 8053978; 7872308; 7502518","7876101; 7898274; 7896748; 7895938; 7896495; 7895944; 7888929; 7883873; 7878901; 7025366; 7898053; 7895296; 7885081; 7883054; 7885318; 7884917; 7888806; 7879086; 7464029; 7896425; 7885536; 7890125; 7883518; 7895701; 7884093; 7886356; 7883081; 7897978; 7889220; 7897415; 7897414; 7884477; 7878605; 7897726; 7884965; 7883886; 7897188; 7887210; 7895607; 7885033; 7884780; 7898190; 7885444; 7896198; 7875499; 7898177; 7883686; 7883515; 7885254; 7877671; 7885047; 7885664; 7886379; 7875750; 7875624; 7886496; 7885078; 7883585; 7889426; 7884378; 7883639; 7885103; 7884955; 7897245; 7896193; 7897650; 7881789; 7884094; 7876010; 7895796; 7885526; 7883857; 7884147; 7884403; 7885728; 7888989; 7879073; 7895557; 7895311; 7884152; 7888069; 7894381; 7896213; 7896486; 7881050; 7895083; 7885842; 7883334; 7896461; 7876110; 7896669; 7895541; 7884647; 7884026; 7025401; 7026797; 7897865; 7897864; 7894438; 7887365; 7888973; 7878888; 7876283; 7895751; 7881051; 7876432; 7897403; 7025424; 7884462; 7894183; 7883073; 7885687; 7884298; 7895565; 7879074; 7885712; 7883902; 7883646; 7875814; 7875850; 7883871; 7883748; 7884165; 7897144; 7895082; 7897156; 7894404; 7895307; 7884297; 7886353; 7877174; 1028654; 1136670; 7466491; 7877721; 7875976; 7895584; 7895568; 7896950; 7875839; 7888087; 7897292; 7025454; 7884270; 7876035; 7883908; 7895812; 7875727; 7883877; 7882891; 7901409; 7884494; 7901397; 7875960; 7877639; 7889468; 7885534; 7888149; 7876604; 7885726; 7888071; 7894883; 7894440; 7883807; 7894427; 7876090; 7884043; 7884546; 7883604; 7886033; 7886368; 7884885; 7900893; 7876108; 7876011; 1028784; 7454660; 7454659; 7894463; 7900639; 7896692; 1028867; 7456485; 1028870; 7897469; 7884793; 7885116; 7883909; 7875862; 7900174; 7884563; 7900169; 7875563; 7875602; 7883487; 7876794; 7899921; 7882996; 7885291; 7894410; 7893900; 7880863; 7877920; 7877207; 7884482; 7899511; 7884564; 7895527; 7884398; 7882887; 7894323; 7878932; 7889460; 7889203; 7883930; 7883749; 7884364; 7895758; 7880860; 7901290; 7454393; 7884386; 7876680; 7895571; 7897157; 7887420; 7895732; 7896947; 7883681; 7883966; 7453667; 7884802; 7896733; 7890004; 7879058; 7885358; 7456384; 7877899; 7896699; 7900788; 7894184; 7888603; 7900789; 7891327; 7900787; 7892696; 7456159; 7456155; 7900611; 7878572; 7892694; 7883216; 7892692; 7596009; 1104338; 7887638; 7456147; 7456144; 7900605; 1028985; 7878228; 7456139; 7455961; 7900600; 7893850; 7900601; 7875805; 7455960; 7876749; 7884359; 7881609; 7890886; 7900599; 7896226; 7888793; 7881284; 7883279; 7881610; 7900593; 7900592; 7887559; 7892687; 7883743; 7896431; 7900590; 7455953; 7455952; 7896662; 7882952; 7887299; 7894379; 7889850; 7900378; 7894312; 7883036; 7886504; 7895954; 7883887; 7897187; 7896519; 7877716; 7896679; 7884095; 7886482; 7883307; 7897620; 7896492; 7886385; 7885333; 7884806; 7888970; 7880855; 7896957; 7876227; 7883728; 7887083; 7883206; 7884309; 7027453; 7884224; 7884299; 7875572; 7890144; 7887106; 7875868; 7879099; 7889913; 7884455; 7884648; 7451110; 7900550; 7884226; 7893887; 7876858; 7887034; 7886295; 7884737; 7900095; 7878111; 7888154; 7885665; 7896743; 7880862; 7896059; 7885523; 7878692; 7877162; 7893873; 7884263; 7877227; 7883680; 7883310; 7895714; 7889757; 7884959; 7876670; 7899586; 7889181; 7875734; 7877228; 7887913; 7889716; 7895292; 7896450; 7884968; 7884890; 7875553; 7885491; 7896421; 1029313; 1029314; 7894176; 7888362; 7445437; 7887357; 7899186; 7884077; 7883571; 7875582; 7452794; 7882945; 7897364; 7899127; 7879101; 7886369; 7894503; 7895127; 7888392; 7885430; 7899050; 7884344; 7876658; 7889714; 7878134; 7883734; 7889455; 7883580; 7898985; 7880868; 7884467; 7885202; 7878981; 7887362; 7894848; 7452043; 7451854; 7881096; 7029226; 7895560; 7885532; 7898894; 7884214; 1004709; 7898880; 7876217; 7894319; 7877424; 7883326; 7888592; 7875601; 7883756; 7897201; 7883848; 7897228; 7880856; 7885324; 7877237; 7875908; 7893891; 7898683; 7883552; 7893957; 7884759; 7875849; 7898653; 7898652; 7884473; 7885937; 7896410; 7878855; 7885045; 7883638; 7887820; 7884721; 7882961; 7886013; 7884869; 7886350; 7896430; 7895731; 7897436; 7897487; 7884453; 7894182; 7890179; 7895577; 7884916; 7878625; 7883758; 7894416; 7886311; 7883637; 7902038; 7894124; 7875581; 7902008; 7883885; 7885566; 7463306; 7881329; 7462829; 7462825; 7875934; 7894099; 7883094; 7884612; 7889209; 7878150; 7885993; 7895396; 7878328; 7884573; 7889436; 7895830; 7885058; 7883611; 7885073; 7883860; 7885683; 7883768; 7883927; 7884597; 7885482; 7895992; 7896760; 7885622; 7877652; 7877505; 7896757; 7463717; 7875797; 7877419; 7886355; 7888079; 7884952; 7881318; 7893930; 7894336; 7901511; 7888955; 7896964; 7883272; 7457967; 7876937; 7881327; 7897621; 1042915; 7896710; 7889966; 7889710; 7889905; 7894435; 7878348; 1029966; 7457263; 7880857; 7875840; 7886284; 7884301; 7887159; 7876731; 7459293; 7885763; 7028448; 7878691; 7885296; 7895104; 7885106; 7875993; 7883732; 7897136; 7883793; 7884723; 7885088; 7895790; 7895966; 7876978; 7884431; 7877019; 7895936; 7895754; 7883904; 7891950; 7885609; 7889939; 7877638; 7875977; 7878857; 7889633; 7886169; 7880870; 7884044; 7896990; 7884576; 7895740; 7875702; 7875873; 7886081; 6004186; 7883764; 7894118; 7458796; 7458795; 7458794; 7890195; 7875694; 7875910; 7895831; 7875742; 7885107; 7457647; 7878586; 7025679; 7876669; 7895743; 7883879; 7893068; 7875756; 7888052; 7885816; 7887209; 7458500; 7891701; 7458010; 7895786; 7897238; 7894516; 7896445; 7889205; 7883289; 7456889; 7885678; 7883650; 7896707; 7459821; 7875969; 7896995; 7884468; 7891008; 7891005; 7890992; 7895935; 7887393; 7884238; 7888519; 7893042; 7884122; 7884486; 7875945; 7886216; 7883772; 7875738; 7885545; 7892820; 7884682; 7884466; 7895588; 7892592; 7884059; 7894472; 7885768; 7892587; 7885020; 7877451; 7894135; 7893695; 7884739; 7888397; 7878393; 7892094; 7875909; 7896062; 7889860; 7876000; 7884658; 7877972; 7891860; 7447616; 7875898; 7894444; 7885172; 7886348; 7883609; 7883502; 7897413; 7896435; 7884218; 7889429; 7885947; 7886213; 7896761; 7885537; 7891393; 7887028; 7884239; 7883236; 7885661; 7896484; 7894398; 7441663; 1048423; 7891160; 7896209; 7896517; 7885447; 7885692; 7445879; 7875938; 7875852; 7892982; 7896218; 7893890; 7896716; 7447734; 7027143; 4010808; 7884256; 7446805; 7895940; 7887384; 7876673; 7887107; 7885549; 7884328; 7879060; 7885540; 7884811; 7895085; 7877226; 7884444; 7883739; 7885162; 7893975; 7894442; 7900604; 7876851; 7898986; 7896446; 7878891; 7889944; 7875755; 7444266; 7884260; 7441659; 7879111; 7888789; 7896418; 7883891; 7896327; 7884135; 7875947; 7875894; 7890174; 7875974; 7895066; 7897175; 7885608; 7875550; 7895824; 7884745; 7895764; 7887447; 7877919; 7880386; 7875753; 7887201; 7883750; 7895569; 7886157; 7885841; 7444438; 7885108; 7443227; 7891580; 7011844; 4012021; 7895734; 7875671; 7884207; 7444723; 7891357; 7884225; 7896089; 7882917; 7897481; 7883563; 7884024; 7885725; 7875556; 7883833; 7444302; 7876085; 7876034",1
"2670","Apostate Dalmatius","","","",0
"2671","Roman Empire","","","",0
"2672","Caesar","","","7008813",1
"2673","Caesar Constantius","","","",0
"2674","First","1135728; 7530775","7490214; 7500883; 8241240; 7583380; 8229082; 7594977; 8239510; 7469060","7061330; 7096331; 7202742; 7199493; 7030281; 8711735; 8698297; 7175031",1
"2675","Italian","6002798; 1000192; 6002800","","7023981; 1000080; 1012662; 4005363; 1012668; 4005365",1
"2676","Fathers","","","",0
"2677","Greeks","","","",0
"2678","Apostles","","","",0
"2679","Archangel","","7011546; 1052264; 4000818; 1137222; 7014741; 1137218; 1112933","",1
"2680","Iberians","","","",0
"2681","Iberians","","","",0
"2682","Armenians","","","",0
"2683","Holy Sepulchre","","","",0
"2684","Skull","","","1043013; 7893232",1
"2685","Mount","1103640; 1104527; 8697938; 1000382; 7764729; 1105120; 1105218; 1105240; 1105279; 1105295; 1105617; 1100137; 1093406; 1093880; 7018500; 1101723; 1093881; 1093882; 1101727; 7031938; 1090573; 7033007; 1093407; 1092424; 1093408; 7001247; 1105788; 7016922; 7539573; 1106789; 1107015","7546812; 7546454; 7880783; 7738732; 1103658; 1103718; 1103722; 7467496; 1103742; 7467487; 7737788; 7724563; 7736505; 1103826; 1103861; 1103863; 1103883; 1103996; 1104098; 1104109; 1104116; 1104117; 1104131; 1104142; 1104143; 1104176; 1106414; 7468261; 7467520; 7881271; 7471276; 7469103; 7470029; 7727692; 1104261; 1104310; 7489938; 1104385; 7492372; 1104390; 7727386; 1066453; 7551980; 7552084; 7549683; 1104432; 7721858; 7723428; 7726611; 7002717; 1104571; 1107685; 1104664; 1110472; 7573838; 1105111; 1104810; 1104838; 1104846; 7002531; 1104915; 7470355; 7469693; 1104974; 1105183; 1105022; 1105053; 7571541; 7001371; 7470200; 1105131; 7486265; 7717211; 7719439; 7714371; 1105184; 7023947; 1105222; 7032800; 7881238; 7031521; 1105288; 7488351; 1105290; 7574978; 7711581; 1105333; 1105335; 1105350; 1105358; 7488128; 7488339; 1105476; 1105505; 1105509; 1105512; 1105529; 1105534; 1105559; 1105568; 1109353; 1101719; 7031439; 7002312; 1101720; 7001405; 1104523; 7024377; 8060311; 1106681; 7031440; 7729134; 1105781; 1105799; 7552300; 7491555; 1105865; 7555011; 1103558; 7880510; 8204306; 7487137; 1105959; 7880312; 7880274; 7492617; 7491109; 1106056; 8199687; 1106120; 1106098; 1106151; 1106180; 7032813; 7556805; 7567190; 7558925; 7468455; 7488020; 1106449; 1106455; 1106457; 1106458; 1106464; 7716370; 7490594; 7703840; 7490050; 7492545; 7486103; 7729343; 7764734; 7724497; 1106687; 8209909; 7491853; 1106849; 1106906; 7474782; 7583917; 7696080; 7474586; 7474829","7894502; 7235644; 7885376; 1028381; 7056962; 7465690; 7883522; 7056791; 7467205; 7877593; 7466501; 7466500; 7466092; 1104048; 7466250; 7887731; 8060277; 7453576; 7046157; 7046156; 7454207; 7881080; 7895883; 1104426; 7233851; 7900537; 7900538; 7900536; 7236152; 7900305; 7883156; 7884436; 7894077; 7887418; 7899587; 1104757; 7226544; 7888957; 8704735; 1105186; 7895884; 1105378; 7054117; 7228571; 6003609; 7894610; 7458363; 7235456; 1108482; 7008135; 7892639; 7010394; 7890136; 7457220; 7879076; 7002722; 7457219; 7891462; 1042938; 7884727; 7896422; 7876524; 7891460; 7876748; 7883096; 7026272; 7887287; 7886741; 7009535; 7891455; 7891454; 7875709; 7891453; 7886886; 7891452; 7897493; 7891451; 7891450; 7891449; 7897571; 7457216; 7895703; 7892655; 7889653; 7003867; 7892653; 7892654; 7878399; 7892652; 7885567; 7892651; 7032636; 7894316; 7457211; 1030101; 7888958; 7892650; 7892649; 7892648; 7895999; 1103555; 7884499; 7457210; 7892647; 7879045; 7892645; 7892644; 7884310; 7892643; 7879041; 7892642; 7892641; 7886715; 7892640; 7896170; 7884610; 7892638; 7877701; 7894879; 7887229; 7892637; 7457208; 7901682; 7892635; 7892634; 7457206; 7892632; 7892631; 7886269; 7888468; 7892630; 7892627; 7892628; 7892629; 7886000; 7457205; 7457204; 7895145; 7894192; 7877384; 7892626; 7896299; 7878122; 7885178; 7895696; 7896737; 7897599; 7896341; 7885029; 7884872; 7895826; 7883555; 7877707; 7892622; 7457203; 7011365; 7875489; 7892621; 7892620; 7892618; 7875932; 7457200; 7892617; 7892616; 7892615; 7892614; 7457198; 1107763; 7883038; 7896048; 1042959; 7891232; 7050383; 7883670; 1005269; 7443572; 7223842; 7011019; 7882860; 7223782; 7055587; 7221644; 7002723; 1106022; 7891700; 4008379; 7883395; 7226542; 1104843; 7895442; 7892334; 7011172; 7042054; 7892116; 7447340; 7891425; 7890052; 7227239; 7896030; 7892743; 4011142; 1106752; 7442521; 7444920; 7884888; 7877206; 7601507; 7236695",1
"2686","Lord Almighty","","","",0
"2687","Holy Places","","","",0
"2688","Holy Apostles","","","",0
"2689","Germans","","","1126550; 7012011; 7030728",1
"2690","Africans","","","",0
"2691","Danube","","","1135576; 7012913; 1111402; 1135983; 1127378",1
"2692","Scythians","","","",0
"2693","Antiochenes","","","",0
"2694","Melitians","","","",0
"2695","Syrian","","1000140; 1103426; 7698505","",1
"2696","Catholic Church","","","",0
"2697","Martyrium","","7871959","",1
"2698","Assyrians","","","",0
"2699","Apostles","","","",0
"2700","Romans Constantius","","","",0
"2701","Medley","","","",0
"2702","Arian Gregory","","","",0
"2703","Assyrians","","","",0
"2704","Confessor","","","",0
"2705","Confessor","","","",0
"2706","Pope","","8201580","7883032",1
"2707","Samaritans","","","",0
"2708","Jews","","","",0
"2709","Jews","","","",0
"2710","Synod","","","7448790",1
"2711","Nicene Creed","","","",0
"2712","Son","","1087073; 1087136; 1087228; 7551793; 7981426; 1087109; 7985365; 7922218; 7001041; 7001046; 1080184; 8003652; 7001050; 1087162; 1085583; 7000927; 1087177; 6003902; 6001762; 1009946; 7558542; 1087218; 1087225; 7558650; 7001058; 1087229; 7936804; 7931475; 7579223; 1130137; 7579378; 7579457; 1130168; 7579454; 7579453; 7702977; 8044909; 8056846; 7947159; 7579624; 1118196; 1087227; 7579725; 7995480; 7579913; 7579902; 7579903; 7579904; 1087230; 8020918; 7933305; 7933956; 8021357; 8057548; 8047258; 7989943; 7947682; 7924536; 8054694; 7924534","7636393; 7323381; 8705563; 7607247; 7607246; 1048126; 7271036; 1048763; 7297784; 7297786; 7297785; 7297781; 7297779; 7297778; 7297777; 7297775; 7297774; 7297773; 7271031; 7297767; 7297766; 7297765; 8710771; 7594984; 7297764; 7297763; 7297762; 7297759; 7297758; 7297757; 7297755; 7297508",1
"2713","Nicene","","","",0
"2714","Arian George","","","",0
"2715","Augustus Constantius","","","",0
"2716","Caesar Dicentius","","","",0
"2717","Campus Tribunalis","","","",0
"2718","Holy Apostles","","","",0
"2719","Persian War","","","",0
"2720","Apostate","","","",0
"2721","Helioupolitans","","","",0
"2722","Holy Scriptures","","","",0
"2723","Thebaid","4011135","","",1
"2724","Mother","","8622643","7901896",1
"2725","Thebaid","4011135","","",1
"2726","Cornuti","","","",0
"2727","Imperial City","","","",0
"2728","Augustus Valentinian","","","",0
"2729","Difference","","","",0
"2730","Adriatic","","","",0
"2731","Valentinianic","","","",0
"2732","Armenian Eustathios","","","",0
"2733","Theologian","","","",0
"2734","Arian Demophilos","","","",0
"2735","Orontes","","7002255; 7002354; 1121421; 5003641","",1
